m/z,Average,Tryp R05,IMS199_Chemo_Left_4K,IMS199_Control_Right_Bottom_4K,IMS199_Control_Right_Top_4K
1296.8347168,1.23589,1.30916,1.36847,1.17772,1.05281
1297.5307617,1.26342,1.35133,1.17509,1.35092,1.30909
1298.2268066,1.35355,1.30367,1.37281,1.43796,1.28435
1298.9227295,1.3954,1.56303,1.47449,1.39269,1.17603
1299.6187744,1.35559,1.79425,1.30386,1.27958,1.26687
1300.3148193,1.56571,1.83975,1.45378,1.66966,1.50872
1301.0108643,1.53582,1.4039,1.64057,1.5818,1.36293
1301.7069092,1.28489,1.43919,1.35975,1.18046,1.18652
1302.4029541,1.39208,1.41926,1.30375,1.52553,1.4278
1303.098999,1.44295,1.20846,1.49963,1.51438,1.36427
1303.7950439,1.25063,1.28123,1.37146,1.19976,1.09309
1304.4910889,1.23934,1.27541,1.17026,1.32865,1.26681
1305.1870117,1.32553,1.32601,1.34282,1.39234,1.27168
1305.8830566,1.2798,1.35089,1.4324,1.23571,1.0512
1306.5791016,1.25135,1.4047,1.14505,1.34827,1.31619
1307.2751465,1.36007,1.35821,1.34542,1.45929,1.33184
1307.9711914,1.3711,1.22078,1.47865,1.39863,1.2232
1308.6672363,1.19534,1.19913,1.22484,1.18149,1.15422
1309.3632813,1.33282,1.32188,1.26424,1.48418,1.34965
1310.0593262,1.32665,1.41255,1.37746,1.36137,1.21024
1310.7553711,1.19242,1.42499,1.26763,1.12868,1.07105
1311.451416,1.30828,1.44184,1.2504,1.40897,1.29453
1312.1473389,1.40877,1.42108,1.42695,1.49623,1.33484
1312.8433838,1.35074,1.33853,1.53493,1.28623,1.12283
1313.5394287,1.4498,1.42156,1.33809,1.67571,1.50863
1314.2354736,1.64074,1.32598,1.60547,1.87771,1.64343
1314.9315186,1.45514,1.26834,1.59216,1.50674,1.26853
1315.6275635,1.29845,1.38813,1.2712,1.3148,1.31019
1316.3236084,1.45674,1.43148,1.39376,1.62711,1.45875
1317.0196533,1.42193,1.43105,1.49924,1.48001,1.2645
1317.7156982,1.21784,1.38543,1.2603,1.17392,1.1434
1318.4116211,1.32155,1.37543,1.25244,1.47235,1.3203
1319.107666,1.33784,1.31292,1.39544,1.38838,1.23321
1319.8037109,1.45354,1.29611,1.69648,1.35096,1.1893
