m/z,Average,Tryp R05,IMS199_Chemo_Left_4K,IMS199_Control_Right_Bottom_4K,IMS199_Control_Right_Top_4K
2145.9938965,1.86511,0.571082,1.85167,2.084,2.16824
2146.6899414,1.33947,0.553762,1.51378,1.34306,1.31675
2147.3859863,1.17733,0.558565,1.16217,1.19103,1.39097
2148.0820313,1.09089,0.533586,1.06634,1.16004,1.244
2148.7780762,1.05979,0.575498,1.10442,1.08456,1.12585
2149.4741211,0.998012,0.567587,1.09173,0.968188,1.00862
2150.170166,0.967278,0.543024,0.986214,0.980518,1.0567
2150.8662109,1.0088,0.589881,1.00577,1.0525,1.11882
2151.5622559,0.999678,0.538559,1.09211,0.985986,1.00866
2152.2583008,0.96236,0.532295,1.00227,0.952054,1.03959
2152.9543457,1.01553,0.542577,1.00002,1.07251,1.13927
2153.6503906,1.03278,0.535426,1.10673,1.03311,1.06286
2154.3464355,0.988367,0.546122,1.08114,0.916688,1.03358
2155.0422363,1.08152,0.518241,1.05131,1.17021,1.2272
2155.7382813,1.17633,0.510314,1.2933,1.2003,1.18149
2156.4343262,1.10768,0.533167,1.23969,1.03928,1.12404
2157.1303711,1.11925,0.537619,1.1052,1.18648,1.27583
2157.826416,1.15452,0.574293,1.22133,1.20618,1.20925
2158.5224609,1.04777,0.520769,1.14571,1.0177,1.07574
2159.2185059,1.08893,0.54917,1.1946,1.04903,1.13323
2159.9145508,1.23321,0.53677,1.13817,1.17784,1.61515
2160.6105957,1.25987,0.540995,1.31158,1.09526,1.49696
2161.3066406,1.04197,0.551993,1.1066,0.958497,1.15337
2162.0026855,1.08076,0.544115,0.985057,1.06949,1.38801
2162.6987305,1.01296,0.525617,1.03236,0.987345,1.13792
2163.3947754,0.917318,0.529312,0.997458,0.871312,0.942266
2164.0908203,0.928147,0.513698,0.916979,0.931776,1.05061
2164.7868652,0.952637,0.549297,0.978392,0.957975,1.03252
2165.4829102,0.932323,0.52809,1.03548,0.883894,0.926615
2166.1789551,0.942275,0.544638,0.926071,0.986682,1.06286
2166.875,1.01205,0.488473,1.03081,1.06611,1.09682
2167.5710449,0.983629,0.508358,1.08893,0.963712,0.971749
2168.2668457,0.980068,0.504544,0.979286,1.0039,1.1112
2168.9628906,1.02579,0.499889,1.0067,1.09791,1.16308
2169.6589355,0.987332,0.518641,1.06954,0.993345,0.997635
2170.3549805,0.983439,0.489203,1.06436,0.934526,1.04234
2171.0510254,1.0197,0.521796,0.987615,1.10262,1.17045
2171.7470703,1.06072,0.503513,1.10054,1.1201,1.12726
2172.4431152,0.995564,0.485317,1.09037,0.969226,1.01923
2173.1391602,0.977352,0.527268,0.971247,1.00988,1.10572
2173.8352051,0.989017,0.487294,0.985018,1.04798,1.10313
2174.53125,0.939911,0.490467,1.01267,0.923985,0.971085
2175.2272949,0.890604,0.478028,0.914092,0.879762,0.978091
2175.9233398,0.918901,0.488487,0.911535,0.955815,1.02645
2176.6193848,0.910281,0.498767,0.96087,0.915796,0.950387
2177.3154297,0.89807,0.47281,0.958777,0.879678,0.94145
2178.0114746,0.943231,0.479595,0.937788,0.998423,1.04456
2178.7075195,0.973298,0.524107,1.01807,0.991763,1.03149
2179.4035645,0.905594,0.489971,0.983174,0.864702,0.939424
2180.0996094,0.92049,0.494225,0.908681,0.963066,1.03509
2180.7956543,0.931791,0.504779,0.955966,0.962363,1.00186
2181.4914551,0.915803,0.479292,1.01899,0.865444,0.921252
2182.1875,0.93853,0.493105,0.921358,0.97929,1.06541
2182.8835449,1.00088,0.483578,0.982414,1.07191,1.13026
2183.5795898,0.945656,0.453062,1.01893,0.934671,0.97686
2184.2756348,0.917242,0.475039,0.930349,0.933825,1.01797
2184.9716797,0.944443,0.493082,0.929722,0.999354,1.0615
2185.6677246,0.930577,0.508155,0.977327,0.952502,0.974422
2186.3637695,0.876165,0.469822,0.92464,0.852281,0.935943
2187.0598145,0.882935,0.483287,0.870133,0.930865,0.983078
2187.7558594,0.891551,0.486717,0.915557,0.916333,0.953905
2188.4519043,0.858765,0.487978,0.926288,0.828455,0.884336
2189.1479492,0.859696,0.45642,0.865536,0.878513,0.948283
2189.8439941,0.908293,0.459815,0.93976,0.932022,0.962976
2190.5400391,1.08573,0.458966,1.17839,1.09888,1.12102
2191.236084,1.02284,0.46044,1.15042,0.974935,1.03254
2191.9321289,1.11087,0.482562,1.07572,1.17702,1.31429
2192.6281738,1.20029,0.496332,1.22857,1.21141,1.32647
2193.3242188,1.05157,0.46905,1.21218,0.965373,1.04158
2194.0202637,1.06885,0.45814,1.01544,1.08427,1.26796
2194.7160645,1.06961,0.445927,1.09229,1.09005,1.1706
2195.4121094,0.975519,0.462412,1.09383,0.909702,0.982733
2196.1081543,0.963934,0.468345,0.945017,1.00389,1.10172
2196.8041992,0.995715,0.431643,1.01827,1.0276,1.09124
2197.5002441,0.937284,0.474958,1.0475,0.898761,0.926642
2198.1962891,0.928195,0.500651,0.912082,0.963632,1.05947
2198.892334,0.957975,0.475637,0.956921,1.00376,1.06702
2199.5883789,0.914382,0.470459,0.994103,0.89417,0.9295
2200.2844238,0.87713,0.453039,0.898924,0.878796,0.96366
2200.9804688,0.892739,0.453511,0.880999,0.931672,1.0088
2201.6765137,0.891555,0.447873,0.927925,0.90976,0.940021
2202.3725586,0.852952,0.440037,0.899659,0.831489,0.910976
2203.0686035,0.862963,0.47275,0.850261,0.892965,0.974024
2203.7646484,0.8778,0.447685,0.900344,0.898475,0.945827
2204.4606934,0.845674,0.478097,0.906154,0.825792,0.872559
2205.1567383,0.847452,0.447166,0.852123,0.863692,0.941266
2205.8527832,0.903919,0.458488,0.932257,0.924683,0.976707
2206.5488281,0.892639,0.44431,0.976181,0.868373,0.904849
2207.244873,0.862731,0.462887,0.890277,0.863909,0.939565
2207.9406738,0.920072,0.469185,0.941487,0.949381,1.00232
2208.6367188,0.91857,0.426058,0.981163,0.931862,0.941427
2209.3327637,0.872805,0.441851,0.941069,0.843454,0.908544
2210.0288086,0.955984,0.466446,0.944522,1.0057,1.08122
2210.7248535,0.962667,0.420607,1.04773,0.963797,0.973114
2211.4208984,0.931237,0.483719,0.988423,0.899336,0.990518
2212.1169434,0.987395,0.571903,0.939735,1.00036,1.0958
2212.8129883,1.01966,0.631559,0.991583,1.02269,1.06531
2213.5090332,0.920363,0.517351,0.972444,0.881012,0.948103
2214.2050781,0.905677,0.493182,0.908976,0.908173,0.991063
2214.901123,0.94046,0.493808,0.915796,0.984663,1.04588
2215.597168,0.954123,0.468519,1.01625,0.951691,0.98873
2216.2932129,0.94833,0.435427,1.09199,0.850651,0.943406
2216.9892578,1.05956,0.445728,1.00667,1.08487,1.26281
2217.6853027,1.07485,0.495123,1.10298,1.04182,1.19151
2218.3813477,0.923124,0.450169,1.03695,0.856742,0.929709
2219.0773926,0.933298,0.474757,0.892716,0.945707,1.09813
2219.7734375,0.909885,0.450703,0.919169,0.924458,1.00037
2220.4694824,0.854861,0.483317,0.920346,0.820687,0.884412
2221.1652832,0.844216,0.443338,0.852201,0.857598,0.928375
2221.8613281,0.879224,0.452269,0.89054,0.912056,0.955873
2222.557373,0.854332,0.462253,0.920773,0.828961,0.880829
2223.253418,0.821882,0.446008,0.839403,0.834742,0.890905
2223.9494629,0.851189,0.462127,0.846912,0.881655,0.951491
2224.6455078,0.832428,0.450903,0.87641,0.83076,0.873872
2225.3415527,0.809805,0.42604,0.854292,0.800647,0.85445
2226.0375977,0.841215,0.458565,0.835782,0.876052,0.930735
2226.7336426,0.853846,0.453702,0.894395,0.868158,0.888698
2227.4296875,0.822136,0.447633,0.870208,0.798651,0.868349
2228.1257324,0.837189,0.444302,0.835632,0.861615,0.928077
2228.8217773,0.875308,0.433136,0.898364,0.89213,0.94565
2229.5178223,0.950672,0.438486,1.01087,0.896529,1.01253
2230.2138672,0.893725,0.425004,0.97109,0.855794,0.925482
2230.9099121,0.981142,0.459625,0.951982,0.993035,1.13115
2231.605957,0.947049,0.432009,0.985622,0.928635,1.01218
2232.302002,0.876245,0.497385,0.939712,0.833334,0.927467
2232.9980469,0.928481,0.483412,0.907075,0.941089,1.05295
2233.6940918,1.03565,1.00915,0.98723,0.953544,1.00072
2234.3901367,0.89838,0.626306,0.941026,0.858969,0.921602
2235.0859375,0.992741,1.06774,0.866567,0.923967,1.00895
2235.7819824,0.971769,0.848978,0.9414,0.934338,0.968007
2236.4780273,0.887046,0.625307,0.922419,0.860548,0.904762
2237.1740723,0.851596,0.547666,0.844254,0.85429,0.933079
2237.8701172,0.879118,0.508648,0.882006,0.899812,0.948606
2238.5661621,0.85196,0.457258,0.912819,0.835962,0.86859
2239.262207,0.823037,0.460941,0.846232,0.822317,0.889763
2239.958252,0.858616,0.484892,0.851091,0.890036,0.957965
2240.6542969,0.844339,0.487902,0.886888,0.846046,0.877195
2241.3503418,0.810656,0.485562,0.842829,0.793321,0.870857
2242.0463867,0.831614,0.474997,0.827905,0.855739,0.924874
2242.7424316,0.864615,0.450828,0.919031,0.871899,0.890113
2243.4384766,0.858737,0.461314,0.903087,0.850369,0.913772
2244.1345215,0.873227,0.417743,0.864871,0.902029,0.986451
2244.8305664,0.889143,0.470864,0.907525,0.922542,0.95657
2245.5266113,0.842872,0.43036,0.894442,0.819276,0.8854
2246.2226563,0.828647,0.44453,0.823341,0.853623,0.912313
2246.9187012,0.854569,0.451377,0.858832,0.882395,0.92547
2247.6147461,0.926277,0.519112,1.0094,0.902389,0.915575
2248.3105469,0.907602,0.486111,0.955535,0.865441,0.976956
2249.0065918,0.976393,0.475596,0.923389,1.05681,1.12825
2249.7026367,1.00219,0.603085,1.03848,0.994933,1.01783
2250.3986816,0.902795,0.49418,0.978996,0.840017,0.938223
2251.0947266,0.951898,0.589818,0.896136,0.999267,1.0631
2251.7907715,0.940792,0.522754,0.956263,0.957867,0.982934
2252.4868164,0.860316,0.513369,0.910587,0.839178,0.892113
2253.1828613,0.839277,0.489018,0.828567,0.867474,0.935785
2253.8789063,0.872127,0.498158,0.87552,0.90639,0.951531
2254.5749512,0.856645,0.477242,0.91129,0.846827,0.882024
2255.2709961,0.833997,0.471565,0.854706,0.837288,0.90146
2255.967041,0.875603,0.528951,0.86191,0.900777,0.956328
2256.6630859,0.881423,0.563434,0.906928,0.871581,0.912969
2257.3591309,0.851382,0.496438,0.892742,0.831078,0.898181
2258.0551758,0.877285,0.511056,0.862035,0.890082,0.972327
2258.7512207,0.889136,0.5203,0.907509,0.898455,0.94556
2259.4472656,0.832782,0.488252,0.891416,0.81267,0.853427
2260.1433105,0.834196,0.472466,0.821811,0.853901,0.936516
2260.8393555,0.858957,0.444603,0.866998,0.890462,0.929261
2261.5351563,0.837538,0.469139,0.898595,0.801422,0.865307
2262.2312012,0.817147,0.461823,0.823941,0.821992,0.902374
2262.9272461,0.861114,0.444483,0.879491,0.87677,0.927541
2263.623291,0.866249,0.478178,0.926565,0.839882,0.896582
2264.3193359,0.846849,0.462734,0.8931,0.824751,0.903663
2265.0153809,0.897384,0.477388,0.873736,0.943927,1.02214
2265.7114258,0.90161,0.458086,0.931818,0.910003,0.972064
2266.4074707,0.845704,0.480313,0.90524,0.818217,0.881409
2267.1035156,0.859366,0.470671,0.835104,0.904854,0.973014
2267.7995605,0.868118,0.492853,0.885685,0.890579,0.927371
2268.4956055,0.848217,0.569967,0.889244,0.805971,0.87271
2269.1916504,0.864369,0.595888,0.855037,0.863021,0.932819
2269.8876953,0.890984,0.55208,0.890678,0.910134,0.959212
2270.5837402,0.893184,0.548155,0.944831,0.862449,0.908062
2271.2797852,0.889428,0.542156,0.939402,0.86937,0.926008
2271.9758301,0.959961,0.638424,0.923502,0.978193,1.07294
2272.671875,0.970865,0.660633,0.981639,0.958624,1.01805
2273.3679199,0.884653,0.535773,0.930545,0.854332,0.928752
2274.0639648,0.905268,0.566002,0.85982,0.929261,1.02378
2274.7597656,0.879375,0.54462,0.887597,0.878437,0.939644
2275.4558105,0.833396,0.523412,0.879785,0.798382,0.871381
2276.1518555,0.836097,0.51099,0.830791,0.845579,0.92694
2276.8479004,0.862503,0.506067,0.86924,0.871603,0.937092
2277.5439453,0.837303,0.534349,0.880416,0.826753,0.860268
2278.2399902,0.826581,0.545592,0.834974,0.831711,0.904781
2278.9360352,0.857267,0.494977,0.855428,0.874734,0.935861
2279.6320801,0.830144,0.514182,0.871952,0.817864,0.864804
2280.328125,0.811099,0.497114,0.834239,0.804118,0.873281
2281.0241699,0.849418,0.513972,0.848362,0.864114,0.938064
2281.7202148,0.847182,0.491308,0.886197,0.844692,0.89093
2282.4162598,0.835817,0.491555,0.880498,0.808602,0.888492
2283.1123047,0.872666,0.447852,0.870838,0.886603,0.97712
2283.8083496,0.9011,0.549167,0.937615,0.912287,0.947806
2284.5043945,0.901168,0.512324,0.990101,0.855538,0.910066
2285.2004395,0.936767,0.541648,0.94708,0.946109,1.03215
2285.8964844,1.03817,0.506521,1.05399,1.08899,1.12096
2286.5925293,1.00079,0.548949,1.0982,0.957833,1.01146
2287.2885742,0.966439,0.503705,0.982108,0.969877,1.06749
2287.984375,1.00658,0.571224,0.952637,1.04585,1.15795
2288.6804199,0.951937,0.570408,0.972178,0.929298,1.02156
2289.3764648,0.864909,0.511962,0.910203,0.831614,0.917986
2290.0725098,0.896115,0.538334,0.853099,0.913837,1.03857
2290.7685547,0.880725,0.551781,0.897768,0.888079,0.942161
2291.4645996,0.840011,0.519621,0.87956,0.823903,0.878236
2292.1606445,0.842458,0.519809,0.838908,0.857512,0.927643
2292.8566895,0.860004,0.520078,0.866326,0.87961,0.928388
2293.5527344,0.857584,0.573752,0.898368,0.838871,0.8808
2294.2487793,0.843868,0.502784,0.850272,0.839456,0.931376
2294.9448242,0.894498,0.583932,0.881727,0.923983,0.968602
2295.6408691,0.870908,0.552925,0.907099,0.868747,0.888374
2296.3369141,0.846792,0.513326,0.874047,0.83842,0.909155
2297.032959,0.892942,0.505111,0.891462,0.917515,0.969944
2297.7290039,0.933392,0.54426,1.00679,0.922803,0.931826
2298.4250488,0.903835,0.533015,0.949163,0.883822,0.964999
2299.1210938,0.937361,0.497668,0.937255,0.967531,1.04274
2299.8171387,1.09942,0.600818,1.23414,1.06229,1.03267
2300.5131836,1.07294,0.527399,1.10549,1.04826,1.18778
2301.2089844,1.16287,0.586569,1.0888,1.26385,1.35312
2301.9050293,1.07914,0.577937,1.12916,1.09894,1.10097
2302.6010742,0.989788,0.538376,0.998078,0.962629,1.1164
2303.2971191,0.920794,0.478267,0.911926,0.954021,1.02913
2303.9931641,0.919353,0.523374,0.907946,0.940472,1.03181
2304.689209,0.904878,0.520021,0.947544,0.901379,0.955961
2305.3852539,0.867531,0.498005,0.914908,0.843633,0.924223
2306.0812988,0.918373,0.557846,0.898762,0.950929,1.03131
2306.7773438,0.926735,0.59557,0.947734,0.941577,0.985085
2307.4733887,0.876803,0.524561,0.927581,0.843658,0.918589
2308.1694336,0.872756,0.598822,0.858814,0.881397,0.975177
2308.8654785,0.900843,0.535121,0.910569,0.913023,0.974231
2309.5615234,0.895318,0.547926,0.939884,0.86685,0.923544
2310.2575684,0.865998,0.516189,0.874935,0.870669,0.949781
2310.9536133,0.938436,0.591742,0.928461,0.961599,1.02367
2311.6496582,0.931642,0.574065,1.01359,0.895915,0.921214
2312.3457031,0.920533,0.532151,0.936642,0.919945,1.0161
2313.041748,0.968418,0.540053,0.969054,0.989892,1.07242
2313.737793,0.942287,0.552948,1.00258,0.933569,0.96293
2314.4335938,0.890597,0.522611,0.913901,0.875203,0.972942
2315.1296387,0.881063,0.518941,0.879722,0.905564,0.970258
2315.8256836,0.880569,0.539064,0.895168,0.887616,0.937847
2316.5217285,0.854329,0.529552,0.906701,0.824793,0.880993
2317.2177734,0.843607,0.523432,0.849491,0.85001,0.922635
2317.9138184,0.871652,0.552929,0.861991,0.879064,0.959536
2318.6098633,0.880266,0.550241,0.932965,0.859435,0.908731
2319.3059082,0.858069,0.515869,0.909853,0.825846,0.909015
2320.0019531,0.991845,0.535527,1.00318,1.02757,1.08674
2320.697998,1.00767,0.541527,1.12734,0.947034,1.00426
2321.394043,0.975928,0.513185,1.00188,0.970342,1.08155
2322.0900879,1.02535,0.621258,0.963789,1.04872,1.1895
2322.7861328,0.984668,0.715782,0.99367,0.962107,1.0399
2323.4821777,0.906513,0.550167,0.951509,0.868097,0.959062
2324.1782227,0.928224,0.595047,0.887832,0.93888,1.0478
2324.8742676,0.926903,0.564823,0.936822,0.949806,0.981147
2325.5703125,0.897371,0.540117,0.951745,0.853908,0.926967
2326.2663574,0.892922,0.49229,0.874572,0.926894,1.00842
2326.9624023,0.905665,0.532521,0.90529,0.922696,0.994443
2327.6584473,0.884025,0.525396,0.927654,0.871555,0.924744
2328.354248,0.853772,0.543253,0.875771,0.840347,0.930316
2329.050293,0.868825,0.479875,0.850937,0.89225,0.981684
2329.7463379,0.873083,0.51247,0.889871,0.88268,0.935143
2330.4423828,0.822553,0.501131,0.869962,0.793079,0.857817
2331.1384277,0.833625,0.505305,0.822219,0.856025,0.928113
2331.8344727,0.871711,0.530205,0.886397,0.875954,0.934057
2332.5305176,0.868585,0.540068,0.931501,0.842849,0.882744
2333.2265625,0.873996,0.513176,0.893086,0.875794,0.951268
2333.9226074,0.938147,0.540419,0.931755,0.959249,1.03846
2334.6186523,0.931107,0.504145,0.998689,0.893602,0.960905
2335.3146973,0.877597,0.453363,0.892466,0.870224,0.973827
2336.0107422,0.911335,0.5185,0.899568,0.936876,1.01631
2336.7067871,0.874292,0.510803,0.911673,0.862127,0.919683
2337.402832,0.834361,0.5148,0.865896,0.815427,0.895773
2338.098877,0.871734,0.486393,0.850461,0.890066,0.978253
2338.7949219,0.892461,0.60301,0.902128,0.899698,0.943628
2339.4909668,0.84859,0.505618,0.890475,0.821329,0.892909
2340.1870117,0.848645,0.507567,0.832095,0.859705,0.951658
2340.8830566,0.864322,0.533119,0.863257,0.875942,0.945727
2341.5788574,0.814333,0.515008,0.86117,0.793206,0.841694
2342.2749023,0.806084,0.491057,0.810583,0.812967,0.889632
2342.9709473,0.822421,0.511877,0.81536,0.837357,0.916353
2343.6669922,0.829371,0.532607,0.878406,0.804246,0.85747
2344.3630371,0.801745,0.521262,0.811663,0.801899,0.882806
2345.059082,0.836709,0.525732,0.827227,0.863642,0.916635
2345.755127,0.838947,0.508889,0.874865,0.830994,0.872284
2346.4511719,0.837367,0.488526,0.884967,0.822425,0.870226
2347.1472168,0.85472,0.483034,0.861132,0.856143,0.939148
2347.8432617,0.906274,0.523211,0.929994,0.919568,0.973802
2348.5393066,0.864313,0.531999,0.921241,0.834506,0.901614
2349.2353516,0.85949,0.51629,0.852468,0.881422,0.962517
2349.9313965,0.864045,0.491314,0.871967,0.886969,0.935787
2350.6274414,0.816536,0.515413,0.859088,0.789459,0.854973
2351.3234863,0.797747,0.490735,0.812032,0.784521,0.870277
2352.0195313,0.84153,0.475843,0.83807,0.855327,0.930651
2352.7155762,0.828462,0.473068,0.879981,0.812342,0.852197
2353.4116211,0.788735,0.507461,0.817964,0.765504,0.846165
2354.107666,0.815303,0.501018,0.803481,0.843958,0.907801
2354.8034668,0.814656,0.514266,0.836532,0.819437,0.865025
2355.4995117,0.788918,0.482271,0.823668,0.76558,0.831752
2356.1955566,0.784595,0.422872,0.774059,0.811206,0.871841
2356.8916016,0.808154,0.513768,0.808605,0.821233,0.881799
2357.5876465,0.788906,0.524646,0.820736,0.77299,0.831886
2358.2836914,0.770845,0.479233,0.777605,0.768093,0.846243
2358.9797363,0.79504,0.475528,0.790031,0.814236,0.876425
2359.6757813,0.787744,0.512456,0.822072,0.76258,0.824648
2360.3718262,0.783049,0.473427,0.812125,0.769656,0.836134
2361.0678711,0.81638,0.543445,0.806267,0.821491,0.908547
2361.763916,0.838248,0.511443,0.873734,0.837858,0.863946
2362.4599609,0.805833,0.471236,0.837778,0.793197,0.861046
2363.1560059,0.82473,0.476908,0.820303,0.837448,0.91514
2363.8520508,0.8349,0.47604,0.856687,0.8582,0.880052
2364.5480957,0.801362,0.465957,0.856448,0.77014,0.831004
2365.2441406,0.795014,0.457583,0.78747,0.805601,0.8904
2365.9401855,0.813155,0.489805,0.819435,0.83182,0.881291
2366.6362305,0.780706,0.489413,0.82038,0.775662,0.804762
2367.3322754,0.756156,0.469308,0.764846,0.751564,0.832505
2368.0280762,0.796381,0.450778,0.791122,0.819738,0.875556
2368.7241211,0.783812,0.491006,0.811483,0.788125,0.821689
2369.420166,0.765886,0.44848,0.787818,0.748949,0.832328
2370.1162109,0.781072,0.445325,0.76717,0.808366,0.872517
2370.8122559,0.791366,0.469405,0.816288,0.793142,0.84357
2371.5083008,0.787774,0.458046,0.813044,0.776667,0.847105
2372.2043457,0.808477,0.464567,0.795419,0.836588,0.9107
2372.9003906,0.823264,0.451915,0.83375,0.853919,0.88979
2373.5964355,0.802434,0.441891,0.850964,0.791985,0.836479
2374.2924805,0.799042,0.446069,0.797571,0.814395,0.890898
2374.9885254,0.818917,0.468616,0.817145,0.850915,0.907092
2375.6845703,0.804989,0.44841,0.842956,0.803889,0.839687
2376.3806152,0.76974,0.422294,0.783211,0.77279,0.840819
2377.0766602,0.795414,0.471875,0.783742,0.811014,0.893832
2377.7727051,0.783607,0.447848,0.808733,0.785864,0.827089
2378.46875,0.758879,0.450869,0.793263,0.748496,0.802983
2379.1647949,0.773083,0.421549,0.759992,0.79728,0.868368
2379.8608398,0.79489,0.442959,0.811171,0.815478,0.852635
2380.5568848,0.762258,0.479551,0.808502,0.727089,0.806496
2381.2526855,0.764457,0.431056,0.768442,0.774864,0.846158
2381.9487305,0.786286,0.468882,0.786196,0.814502,0.854537
2382.6447754,0.765817,0.478702,0.808166,0.748049,0.795732
2383.3408203,0.750449,0.464521,0.764673,0.744585,0.821099
2384.0368652,0.784902,0.466259,0.775537,0.804671,0.874386
2384.7329102,0.774053,0.444965,0.803385,0.754419,0.827465
2385.4289551,0.745161,0.444787,0.770137,0.735931,0.799002
2386.125,0.769444,0.46325,0.752217,0.78786,0.8692
2386.8210449,0.774643,0.437759,0.790731,0.788054,0.82453
2387.5170898,0.75052,0.449699,0.792816,0.728958,0.788387
2388.2131348,0.770741,0.421734,0.763174,0.783695,0.867544
2388.9091797,0.784184,0.412159,0.797905,0.798825,0.848285
2389.6052246,0.7752,0.498729,0.817964,0.764956,0.812546
2390.3012695,0.76272,0.436865,0.772938,0.771445,0.841811
2390.9973145,0.790922,0.44131,0.796571,0.815948,0.866255
2391.6933594,0.784961,0.432978,0.825766,0.772534,0.835701
2392.3894043,0.758781,0.421827,0.786286,0.757552,0.817841
2393.0854492,0.780866,0.403956,0.770704,0.825004,0.872185
2393.7814941,0.781651,0.422325,0.813544,0.787657,0.828402
2394.4772949,0.750837,0.433884,0.783869,0.73775,0.807436
2395.1733398,0.769071,0.440828,0.754807,0.80547,0.866664
2395.8693848,0.781433,0.446437,0.805883,0.801359,0.830372
2396.5654297,0.765602,0.427672,0.811957,0.746698,0.807256
2397.2614746,0.765312,0.417225,0.772478,0.777097,0.854398
2397.9575195,0.794787,0.424362,0.802543,0.830384,0.868285
2398.6535645,0.776692,0.429163,0.821691,0.767412,0.815121
2399.3496094,0.755653,0.418404,0.770587,0.760815,0.835454
2400.0456543,0.774181,0.437718,0.773611,0.798061,0.86036
2400.7416992,0.762376,0.420136,0.793777,0.762476,0.808832
2401.4377441,0.744093,0.431567,0.770371,0.734376,0.806984
2402.1337891,0.765977,0.430232,0.759788,0.779047,0.866293
2402.829834,0.770486,0.419777,0.798526,0.787837,0.81241
2403.5258789,0.753991,0.426448,0.795742,0.74162,0.79752
2404.2219238,0.781139,0.392879,0.77887,0.799395,0.881169
2404.9179688,0.817205,0.453428,0.834191,0.839841,0.891914
2405.6140137,0.792519,0.43168,0.832161,0.789958,0.845228
2406.3100586,0.77933,0.387071,0.781441,0.788474,0.884313
2407.0061035,0.798577,0.38729,0.794683,0.827213,0.900564
2407.7019043,0.774423,0.410192,0.813103,0.774285,0.822624
2408.3979492,0.749122,0.412735,0.762599,0.755002,0.828182
2409.0939941,0.767609,0.38652,0.767532,0.792843,0.858104
2409.7900391,0.784615,0.402564,0.837312,0.776901,0.818125
2410.486084,0.786484,0.401354,0.831544,0.768867,0.846176
2411.1821289,0.826944,0.410161,0.816774,0.875537,0.937844
2411.8781738,0.862962,0.429939,0.905526,0.880568,0.923182
2412.5742188,0.832803,0.446851,0.885929,0.835268,0.879382
2413.2702637,0.827807,0.399351,0.832673,0.850108,0.935861
2413.9663086,0.844636,0.389062,0.857712,0.882134,0.933804
2414.6623535,0.801528,0.425257,0.857165,0.79603,0.842113
2415.3583984,0.785847,0.404194,0.807268,0.788792,0.869368
2416.0544434,0.809507,0.404097,0.801324,0.847277,0.918097
2416.7504883,0.806359,0.39101,0.838857,0.814596,0.869634
2417.4465332,0.775753,0.383848,0.818185,0.761301,0.838915
2418.1425781,0.805632,0.450258,0.805955,0.833405,0.90829
2418.838623,0.818411,0.428422,0.846091,0.838948,0.883475
2419.534668,0.796322,0.383048,0.845756,0.789805,0.848699
2420.2307129,0.817316,0.41324,0.810938,0.855683,0.92402
2420.9267578,0.834712,0.387744,0.853593,0.862854,0.91358
2421.6225586,0.802421,0.387307,0.84092,0.797332,0.866445
2422.3186035,0.784589,0.38159,0.79599,0.798593,0.876577
2423.0146484,0.797833,0.382507,0.797574,0.83563,0.892754
2423.7106934,0.786893,0.397936,0.832256,0.777175,0.841483
2424.4067383,0.778251,0.369376,0.809577,0.778878,0.849641
2425.1027832,0.836399,0.395275,0.846433,0.869688,0.936283
2425.7988281,0.857304,0.380267,0.918906,0.87153,0.897145
2426.494873,0.866641,0.362624,0.913078,0.878075,0.939924
2427.190918,0.884454,0.366143,0.880484,0.941083,1.00856
2427.8869629,0.871932,0.378953,0.894427,0.910164,0.95906
2428.5830078,0.837146,0.374424,0.892653,0.843179,0.889795
2429.2790527,0.805653,0.414312,0.806612,0.833542,0.915887
2429.9750977,0.81472,0.404423,0.81945,0.859299,0.908413
2430.6711426,0.785138,0.403543,0.835659,0.77585,0.833046
2431.3671875,0.766859,0.381784,0.787968,0.773839,0.849159
2432.0632324,0.795338,0.383417,0.808338,0.828454,0.877947
2432.7592773,0.804187,0.384166,0.851487,0.815317,0.851013
2433.4553223,0.808248,0.386084,0.847277,0.812066,0.879551
2434.1513672,0.846066,0.355165,0.842582,0.891186,0.957999
2434.847168,0.850478,0.38531,0.883162,0.872013,0.929093
2435.5432129,0.817309,0.410825,0.863856,0.824776,0.875687
2436.2392578,0.812027,0.375938,0.815931,0.837716,0.920064
2436.9353027,0.822069,0.350946,0.837449,0.846993,0.912336
2437.6313477,0.796492,0.37174,0.848802,0.78714,0.846561
2438.3273926,0.793963,0.370973,0.81593,0.806006,0.881164
2439.0234375,0.862305,0.385163,0.884259,0.910898,0.946641
2439.7194824,0.857183,0.40774,0.940005,0.846033,0.884596
2440.4155273,0.898122,0.374589,0.938327,0.928517,0.982396
2441.1115723,0.936321,0.377274,0.925771,1.00691,1.07691
2441.8076172,0.933753,0.394454,0.983849,0.977748,0.996552
2442.5036621,0.869465,0.37964,0.912376,0.881908,0.952622
2443.199707,0.870576,0.377051,0.853462,0.936123,1.00996
2443.895752,0.843504,0.382226,0.874667,0.866527,0.920304
2444.5917969,0.802687,0.363768,0.849937,0.803422,0.862862
2445.2878418,0.804305,0.370293,0.802918,0.838941,0.916641
2445.9838867,0.813605,0.393722,0.836383,0.850141,0.884927
2446.6799316,0.800449,0.368099,0.852279,0.803896,0.850815
2447.3759766,0.825448,0.38181,0.883219,0.817047,0.885568
2448.0717773,0.948338,0.380817,0.959001,1.01904,1.06434
2448.7678223,0.956505,0.383825,1.06164,0.957272,0.97738
2449.4638672,0.904884,0.375448,0.927196,0.933864,1.02153
